age0018_p_ta,age65pl_p_ta,age85pl_p_ta,asian_p_ta,avg_faminc_ta,avghhinc_ta,black_p_ta,boomer_p_ta,com0002_p_ta,com0205_p_ta,com0508_p_ta,com0811_p_ta,com12pl_p_ta,crime_total_index_ta,daypop_dens_ta,disposable_inc_avg_ta,dtpop_children_at_home_p_ta,dtpop_homemakers_p_ta,dtpop_retired_disabled_p_ta,dtpop_students_9th_12th_p_ta,dtpop_students_p_ta,dtpop_students_post_secondary_p_ta,dtpop_students_prek_8th_p_ta,dtpop_ta,dtpop_unemployed_p_ta,dtpop_work_at_home_p_ta,edu_9to12_p_ta,edu_assocdeg_p_ta,edu_bach_p_ta,edu_bachplus_female_p_ta,edu_bachplus_male_p_ta,edu_bachplus_p_ta,edu_doctorate_p_ta,edu_highsch_p_ta,edu_lt9_p_ta,edu_master_p_ta,edu_profdeg_p_ta,edu_somecollege_p_ta,emp_accommodation_foodserv_p_ta,emp_admin_support_p_ta,emp_arts_entertainment_p_ta,emp_construction_p_ta,emp_educ_services_p_ta,emp_finance_insurance_p_ta,emp_healthcare_social_assistance_p_ta,emp_information_p_ta,emp_management_p_ta,emp_manfacturing_p_ta,emp_military_ta,emp_mining_p_ta,emp_other_p_ta,emp_p_ta,emp_professional_scientific_p_ta,emp_publicadmin_p_ta,emp_realestate_rentlease_p_ta,emp_retail_trade_p_ta,emp_transportation_storage_p_ta,emp_unknown_ta,emp_utilities_p_ta,emp_wholesale_trade_p_ta,empcy_ta,gdp_ta,genx_p_ta,genz_p_ta,gq_college_p_ta,gq_military_p_ta,gq_other_p_ta,hh_0vehicle_p_ta,hh_1pers_p_ta,hh_1vehicle_p_ta,hh_2pers_p_ta,hh_2vehicle_p_ta,hh_3pers_p_ta,hh_3vehicle_p_ta,hh_4pers_p_ta,hh_4vehicle_p_ta,hh_5pers_p_ta,hh_5vehicle_p_ta,hh_6pers_p_ta,hh_7pers_p_ta,hh_dens_ta,hh_inc_gt_500k_p_ta,hh_inc_gt_75k_p_ta,hh_inc_lt_75k_p_ta,hh_type_1pers_p_ta,hh_type_fam_p_ta,hh_type_female_child_p_ta,hh_type_female_nochild_p_ta,hh_type_female_p_ta,hh_type_male_child_p_ta,hh_type_male_nochild_p_ta,hh_type_male_p_ta,hh_type_married_child_p_ta,hh_type_married_nochild_p_ta,hh_type_married_p_ta,hh_type_nonfam_p_ta,hhcy_ta,hhgrfypy_ta,hhgrpycy_ta,hhinc100pl_p_ta,hhinc150pl_p_ta,hhinc30lt_p_ta,hispanic_p_ta,hu_ownerocc_ta,hu_renterocc_ta,hu_vacant_ta,medhhinc_1mi,medhhinc_dma,medhhinc_ta,medsalcy_ta,millenial_p_ta,mortgage_avgrisk_ta,occ_bc_p_ta,occ_military_p_ta,occ_unclassified_p_ta,occ_wc_p_ta,occhu_ta,other_p_ta,percapita_inc_ta,pop5y_cagr_ta,pop_dens_ta,pop_migration_ta,pop_seasonal_ta,pop_transient_ta,popcy_ta,popgr10cn_ta,popgrfy_ta,popgrpy_ta,poverty_inpoverty_p_ta,spend_breakfastbrunch_ta,spend_dinner_ta,spend_foodbev_ta,spend_lunch_ta,store_num,wealth_hhavg_ta,wealth_hhtotal_ta,white_p_ta
0.1618,0.0409,0.0018,0.1283,131851.0,114418.0,0.0537,0.0665,0.3788,0.191,0.1152,0.0629,0.25,226.0,30325.3189,83283.0,0.0568,0.0994,0.0113,0.0024,0.2378,0.233,0.0024,160135.0,0.0063,0.0163,0.0119,0.0299,0.4674,0.3325,0.4167,0.7492,0.0299,0.0877,0.0125,0.1906,0.0613,0.1088,0.0486,0.0248,0.0287,0.0482,0.197,0.0372,0.1634,0.0477,0.0021,0.018,0.0,0.0016,0.0359,0.572,0.0702,0.1935,0.0124,0.0508,0.0095,0.0051,0.0024,0.0026,91601.0,6475742.0,0.1215,0.4705,0.8942,0.0,0.0835,0.1333,0.4817,0.5077,0.3436,0.2609,0.0949,0.0687,0.0564,0.014,0.0137,0.0154,0.0072,0.0026,3570.6366,0.0273,0.5517,0.4483,0.4817,0.2146,0.0067,0.0235,0.0302,0.0019,0.0136,0.0155,0.0472,0.1217,0.1689,0.3037,18855.0,1.3376,-2.8534,0.3843,0.2126,0.2405,0.1664,4890.0,13965.0,2703.0,57463.0,85075.0,74200.5842,54418.42,0.1766,2.878,0.5125,0.0,0.0055,0.482,18855.0,0.0355,50094.62,-0.004937,8925.55,-928.0,926.0,2926.0,47132.0,25.3548,0.7525,-2.4442,0.3637,3187094.0,18990634.0,104612110.0,10895527.0,SK 0193,208762.0,18855.0,0.6161
0.2725,0.1428,0.0092,0.0707,125776.0,110737.0,0.2748,0.2037,0.0531,0.2195,0.3029,0.1094,0.3142,130.0,1717.3326,86437.0,0.2097,0.0585,0.1266,0.0045,0.0502,0.0328,0.0128,45385.0,0.0111,0.0564,0.018,0.0691,0.337,0.3925,0.3039,0.6965,0.0892,0.078,0.0168,0.1941,0.0761,0.1216,0.0723,0.0214,0.0162,0.0101,0.0439,0.0482,0.3346,0.0184,0.002,0.0964,0.0,0.0008,0.0429,0.4874,0.0958,0.0275,0.0247,0.1228,0.0127,0.0028,0.0,0.0059,22122.0,4216435.0,0.2333,0.1241,0.0,0.0,0.3395,0.036,0.3316,0.3665,0.3523,0.4634,0.155,0.1056,0.1086,0.0196,0.0371,0.0089,0.0111,0.0043,746.4037,0.0231,0.6264,0.3736,0.3316,0.5736,0.0465,0.0369,0.0835,0.0144,0.0172,0.0315,0.1879,0.2707,0.4586,0.0948,19726.0,3.2094,1.0622,0.4155,0.2372,0.1435,0.0652,11403.0,8322.0,1211.0,80904.0,66003.0,84432.6762,49325.81,0.1675,3.0466,0.5624,0.0,0.0033,0.4343,19726.0,0.0386,49787.14,0.002305,1666.7003,-74.0,127.0,1608.0,44047.0,38.7395,3.2349,1.1576,0.087,4606767.0,26672735.0,158383451.0,14810181.0,SK 0953,258179.0,19726.0,0.5507
0.2273,0.1759,0.0147,0.0274,104739.0,98712.0,0.0188,0.2454,0.0553,0.2075,0.2593,0.1905,0.2865,137.0,949.1625,80275.0,0.2124,0.0849,0.1811,0.006,0.0657,0.0477,0.0119,77108.0,0.0146,0.034,0.0292,0.0886,0.2675,0.2147,0.2033,0.418,0.0106,0.2098,0.021,0.1236,0.0163,0.2335,0.069,0.0455,0.023,0.0471,0.0612,0.0306,0.2516,0.0144,0.0074,0.1236,0.0,0.001,0.0643,0.4074,0.033,0.0288,0.0322,0.1142,0.046,0.0014,0.0,0.0029,31410.0,6745675.0,0.1798,0.1601,0.0,0.0,0.0613,0.037,0.2125,0.2311,0.3453,0.4378,0.1612,0.1956,0.1562,0.0708,0.0786,0.0277,0.0307,0.0156,390.1133,0.011,0.6192,0.3808,0.2125,0.7425,0.0394,0.0313,0.0708,0.0314,0.0187,0.0501,0.2593,0.3623,0.6216,0.045,31692.0,2.3579,2.7323,0.4014,0.1699,0.1216,0.0841,25484.0,6208.0,1278.0,45728.0,57352.0,82942.3641,43447.41,0.1749,2.6569,0.6416,0.0,0.0023,0.356,31692.0,0.0305,36433.65,0.006537,1060.8891,241.0,146.0,887.0,86184.0,26.5283,2.6307,3.3116,0.0462,8409855.0,47746321.0,293247813.0,27161164.0,SK 0311,259195.0,31692.0,0.8392
0.2118,0.1187,0.0095,0.0326,110732.0,106652.0,0.3585,0.1646,0.2727,0.4051,0.1065,0.0388,0.1734,158.0,12737.368,79562.0,0.1355,0.1299,0.0774,0.0038,0.263,0.252,0.0072,43219.0,0.0175,0.0351,0.0713,0.0351,0.2714,0.3221,0.2473,0.5695,0.0606,0.1491,0.0208,0.1597,0.0778,0.1541,0.0621,0.0282,0.0229,0.0395,0.4083,0.0085,0.1859,0.0113,0.0,0.0146,0.0,0.0,0.0655,0.3416,0.0206,0.0474,0.0106,0.0597,0.0087,0.0014,0.0,0.0047,14764.0,2251669.0,0.1599,0.2456,0.9434,0.0,0.0425,0.1456,0.3289,0.4259,0.3235,0.3383,0.1644,0.0711,0.1087,0.0135,0.047,0.0055,0.0164,0.0111,3409.9082,0.0253,0.5363,0.4637,0.3289,0.5479,0.0762,0.084,0.1602,0.012,0.0257,0.0377,0.1368,0.2131,0.35,0.1232,11570.0,-5.3571,-9.4901,0.3373,0.2009,0.2498,0.0685,5199.0,6371.0,2603.0,75622.0,57470.0,69629.6296,50937.01,0.2081,3.1124,0.5043,0.0,0.0018,0.4939,11570.0,0.0272,42268.98,-0.016936,9162.5441,32.0,64.0,0.0,31089.0,-12.62,-4.5298,-8.1862,0.1954,2488127.0,14150705.0,95294074.0,7937289.0,SK 0015,237008.0,11570.0,0.5132
0.186,0.2061,0.0175,0.0285,113052.0,107088.0,0.0947,0.2818,0.0017,0.0008,0.0001,0.0022,0.9864,41.0,1248.8678,89143.0,0.2201,0.1245,0.2556,0.0061,0.0697,0.0515,0.0121,47676.0,0.0256,0.1035,0.0378,0.1056,0.2566,0.1954,0.1889,0.3843,0.0148,0.2462,0.023,0.0944,0.0184,0.2031,0.0523,0.0218,0.0211,0.0509,0.2151,0.0201,0.2187,0.0049,0.0024,0.0371,0.0,0.0026,0.0783,0.2011,0.0371,0.0347,0.0287,0.1397,0.0242,0.0029,0.0004,0.0045,9587.0,4076649.0,0.1646,0.1444,0.0,0.0,0.7804,0.024,0.1664,0.2594,0.3393,0.4728,0.1918,0.175,0.1845,0.0554,0.0782,0.0134,0.0262,0.0136,642.8703,0.0199,0.6344,0.3656,0.1664,0.7689,0.0543,0.0448,0.0991,0.0197,0.0275,0.0472,0.2365,0.386,0.6226,0.0647,24542.0,3.9125,0.7056,0.4327,0.2311,0.1381,0.1647,20176.0,4366.0,1595.0,94986.0,60197.0,86302.9374,46010.87,0.1807,3.2082,0.5657,0.0,0.0042,0.4301,24542.0,0.0249,38045.16,0.001677,1813.3464,-72.0,137.0,9.0,69225.0,24.2998,3.9999,0.8412,0.0613,6933338.0,39212435.0,241807416.0,22188709.0,SK 1293,259246.0,24542.0,0.6872
0.1965,0.2229,0.0175,0.0304,182900.0,282471.0,0.0549,0.2872,0.0745,0.3016,0.2408,0.0936,0.288,104.0,2312.0998,130073.0,0.1161,0.0538,0.1297,0.0039,0.0359,0.0258,0.0062,32978.0,0.0037,0.0552,0.0045,0.0312,0.4512,0.436,0.4182,0.8542,0.0249,0.0315,0.01,0.2498,0.1283,0.0685,0.0282,0.0404,0.0243,0.0414,0.0361,0.0888,0.3259,0.0453,0.001,0.0371,0.0,0.0008,0.0542,0.6055,0.1027,0.0199,0.0734,0.0589,0.013,0.0027,0.0,0.0055,19969.0,5899772.0,0.171,0.1592,0.0,0.0,0.0,0.0416,0.3313,0.263,0.3274,0.4269,0.1262,0.2036,0.1386,0.0597,0.0604,0.0053,0.0128,0.0032,680.9119,0.065,0.7878,0.2122,0.3313,0.6196,0.0474,0.0086,0.056,0.0084,0.0028,0.0112,0.2505,0.3019,0.5524,0.049,9712.0,6.5599,5.4778,0.6613,0.5375,0.0782,0.0202,7310.0,2402.0,752.0,152913.0,70970.0,163461.5386,50981.82,0.1453,3.2096,0.5454,0.0,0.003,0.4515,9712.0,0.0153,121525.14,0.010599,1586.5976,92.0,106.0,0.0,22630.0,5.7275,6.5311,5.4132,0.0372,2328982.0,14014670.0,85959969.0,7692694.0,SK 0045,299858.0,9712.0,0.8792
0.265,0.1608,0.0165,0.0136,71644.0,65822.0,0.1893,0.1999,0.0021,0.0094,0.0027,0.0015,0.9818,127.0,560.757,55785.0,0.191,0.1262,0.1317,0.0046,0.1064,0.0908,0.011,52715.0,0.0211,0.0113,0.095,0.0829,0.1313,0.1076,0.0955,0.2031,0.0084,0.2861,0.0736,0.0531,0.0104,0.2593,0.0588,0.0256,0.017,0.0364,0.0851,0.0384,0.2232,0.0233,0.0021,0.0933,0.0,0.0022,0.061,0.4123,0.0389,0.0251,0.0149,0.2118,0.0185,0.0013,0.0023,0.0197,21734.0,3043639.0,0.1715,0.1569,0.1651,0.0,0.1438,0.0585,0.2575,0.3485,0.3166,0.4176,0.1627,0.1441,0.1381,0.0167,0.0719,0.0147,0.0303,0.023,184.4314,0.0051,0.3948,0.6052,0.2575,0.6856,0.0961,0.072,0.1681,0.0321,0.021,0.053,0.1968,0.2677,0.4645,0.0569,17338.0,2.8691,2.3185,0.1771,0.07,0.293,0.2492,10693.0,6645.0,1604.0,55246.0,56521.0,51527.4184,39356.62,0.1949,2.3773,0.6589,0.0,0.0016,0.3395,17338.0,0.0144,24719.54,0.00441,501.6136,-19.0,186.0,567.0,47155.0,9.2378,2.7963,2.2244,0.1631,4024507.0,21485952.0,135867024.0,12459767.0,SK 0525,214893.0,17338.0,0.5335
0.2323,0.1794,0.0186,0.0131,73644.0,66676.0,0.2696,0.2269,0.1068,0.1899,0.0785,0.0387,0.5852,206.0,2234.2906,53024.0,0.1641,0.1087,0.149,0.004,0.0475,0.0339,0.0096,52560.0,0.015,0.0085,0.101,0.0944,0.1521,0.1306,0.0943,0.2249,0.0058,0.2951,0.0492,0.0541,0.0129,0.2354,0.0481,0.0328,0.0156,0.0278,0.0411,0.0438,0.3271,0.0162,0.0011,0.0736,0.0,0.0,0.0739,0.5073,0.0506,0.0534,0.023,0.1505,0.0136,0.0018,0.0,0.0045,26663.0,2653708.0,0.1881,0.14,0.0,0.0,0.3462,0.0812,0.2909,0.4008,0.3316,0.3493,0.1704,0.1221,0.1171,0.0356,0.0531,0.0111,0.0221,0.0148,782.5542,0.0038,0.3811,0.6189,0.2909,0.6389,0.0995,0.0642,0.1637,0.0409,0.0297,0.0705,0.1487,0.2559,0.4046,0.0702,18409.0,1.7003,0.5062,0.1883,0.0625,0.3078,0.0891,9885.0,8524.0,2146.0,62066.0,64661.0,48635.5989,45816.6,0.1879,3.195,0.6037,0.0,0.003,0.3933,18409.0,0.0345,27009.8,0.001067,1975.7076,213.0,89.0,538.0,46477.0,4.6483,1.6743,0.5345,0.1522,4130341.0,22014849.0,146857261.0,12773997.0,SK 1397,210359.0,18409.0,0.5936
0.2529,0.115,0.0092,0.0261,94563.0,98617.0,0.0306,0.1651,0.1189,0.3114,0.1585,0.0899,0.3211,98.0,5720.9451,75573.0,0.2074,0.1897,0.0995,0.0062,0.2062,0.1888,0.0111,57180.0,0.0184,0.024,0.1144,0.0535,0.2109,0.1802,0.1627,0.343,0.0184,0.1791,0.1662,0.0836,0.03,0.1438,0.0578,0.0155,0.081,0.0949,0.1924,0.0372,0.1094,0.0185,0.0,0.0697,0.0,0.0008,0.0965,0.2548,0.0318,0.0304,0.0154,0.1156,0.0257,0.0032,0.0,0.0041,14568.0,3345012.0,0.1622,0.2333,0.9942,0.0,0.0012,0.0415,0.2573,0.2887,0.2832,0.4483,0.1496,0.1538,0.1357,0.0405,0.0898,0.0273,0.0446,0.0397,1775.2571,0.0212,0.5086,0.4914,0.2573,0.6519,0.0581,0.0472,0.1053,0.0242,0.0355,0.0596,0.2152,0.2719,0.487,0.0908,17743.0,2.9939,0.0861,0.3036,0.1763,0.2403,0.5006,11163.0,6580.0,1784.0,77943.0,76139.0,65536.902,48650.48,0.199,2.7912,0.6253,0.0,0.0035,0.3712,17743.0,0.0181,33104.65,-0.000431,5406.4225,-549.0,207.0,65.0,54036.0,1.5927,2.6146,-0.2151,0.1963,4803989.0,26487882.0,161328240.0,15177109.0,SK 0153,228688.0,17743.0,0.4247
0.277,0.1439,0.0105,0.0362,144995.0,161807.0,0.0672,0.2148,0.0898,0.249,0.2274,0.1415,0.2918,258.0,6507.5869,111523.0,0.2042,0.0413,0.112,0.0037,0.0459,0.0291,0.0131,56584.0,0.0131,0.0491,0.0443,0.0469,0.3446,0.311,0.2811,0.5921,0.0245,0.1271,0.0641,0.1675,0.0554,0.1256,0.0321,0.0405,0.0186,0.0827,0.0331,0.0335,0.2708,0.0169,0.0027,0.0776,0.0,0.0068,0.0578,0.5343,0.0799,0.0348,0.0271,0.1269,0.0356,0.0039,0.0064,0.0115,30233.0,10163947.0,0.2478,0.1002,0.0,0.0,0.1163,0.0554,0.3873,0.3855,0.335,0.4331,0.1252,0.0972,0.0791,0.0253,0.0392,0.0035,0.0178,0.0164,2827.5754,0.0434,0.7078,0.2922,0.3873,0.5004,0.0475,0.0373,0.0848,0.0108,0.0184,0.0292,0.14,0.2463,0.3863,0.1123,24586.0,8.716,11.2503,0.5611,0.3969,0.1255,0.3671,13516.0,11070.0,2964.0,146605.0,72903.0,117733.9296,48248.74,0.1582,2.7543,0.6247,0.0,0.0044,0.3708,24586.0,0.0195,74009.29,0.020663,6194.9962,3444.0,175.0,0.0,53866.0,-2.4556,8.4872,10.7675,0.1084,4916072.0,28932957.0,173911648.0,15732972.0,SK 1155,256384.0,24586.0,0.51
0.2636,0.1254,0.0115,0.022,56971.0,46888.0,0.4034,0.1783,0.1508,0.3229,0.1827,0.0972,0.2446,276.0,2218.7248,41378.0,0.1358,0.1258,0.0735,0.0033,0.0418,0.0306,0.0078,65961.0,0.0099,0.0057,0.1024,0.0845,0.0915,0.0936,0.0749,0.1686,0.0052,0.3389,0.0597,0.0615,0.0103,0.246,0.139,0.0291,0.0327,0.036,0.0222,0.0361,0.1563,0.0239,0.0016,0.0681,0.0244,0.0126,0.0559,0.6075,0.0909,0.0712,0.0231,0.1418,0.0164,0.0013,0.0075,0.0083,40073.0,2069603.0,0.1879,0.1587,0.0,0.3916,0.3768,0.1139,0.3511,0.4781,0.281,0.3061,0.1561,0.0818,0.112,0.0136,0.0589,0.0064,0.0248,0.0161,569.3689,0.0009,0.2589,0.7411,0.3511,0.5865,0.1238,0.0787,0.2025,0.0259,0.0376,0.0635,0.1518,0.1687,0.3205,0.0623,16927.0,-1.2647,-2.0753,0.0939,0.0301,0.4429,0.102,7232.0,9695.0,1784.0,29115.0,46755.0,33803.2526,42603.64,0.2214,2.8243,0.6687,0.0244,0.0022,0.3047,16927.0,0.0267,19636.04,-0.003827,1418.0985,300.0,531.0,3153.0,42159.0,2.1947,-1.1317,-1.8987,0.2761,3505729.0,18199060.0,116678502.0,10571268.0,SK 1523,187669.0,16927.0,0.4459
0.2703,0.1059,0.0059,0.0227,101889.0,103554.0,0.1306,0.1892,0.0949,0.1271,0.0528,0.0966,0.6276,58.0,614.0581,85034.0,0.3566,0.1613,0.1396,0.0095,0.1108,0.0808,0.0205,46057.0,0.0269,0.0624,0.0501,0.1046,0.2116,0.1516,0.1324,0.284,0.0065,0.2598,0.0342,0.0617,0.0042,0.2673,0.0776,0.0233,0.0134,0.079,0.1948,0.0313,0.1547,0.0233,0.0,0.0456,0.0,0.0,0.0742,0.1424,0.0424,0.0162,0.0123,0.152,0.0419,0.0021,0.0072,0.004,6560.0,4486171.0,0.2148,0.1822,0.0,0.0,1.0,0.0212,0.1188,0.1924,0.2766,0.4547,0.2052,0.2128,0.2237,0.0847,0.1158,0.0343,0.0386,0.0212,314.4619,0.0094,0.6707,0.3293,0.1188,0.8421,0.0679,0.0337,0.1016,0.0206,0.0263,0.0469,0.3958,0.2978,0.6935,0.0391,23586.0,18.1834,24.5357,0.4491,0.1849,0.1133,0.1764,19339.0,4247.0,874.0,87336.0,76139.0,91013.4093,47805.91,0.1709,3.2306,0.6262,0.0,0.0035,0.3703,23586.0,0.0176,32699.87,0.044783,995.8895,6633.0,45.0,32.0,74696.0,182.4571,18.1679,24.4886,0.0666,7022939.0,40879214.0,245003339.0,23312250.0,SK 1766,248259.0,23586.0,0.6527
0.1928,0.108,0.0087,0.0483,69534.0,64308.0,0.5313,0.1534,0.1492,0.2366,0.1255,0.0646,0.4236,202.0,4565.1743,53098.0,0.1174,0.1378,0.0681,0.0043,0.3192,0.3093,0.0056,71619.0,0.0149,0.0183,0.0921,0.0895,0.2003,0.174,0.1416,0.3157,0.026,0.2405,0.0504,0.0751,0.0143,0.2119,0.056,0.0507,0.0139,0.0418,0.2222,0.0396,0.1613,0.0174,0.0033,0.0895,0.0,0.0,0.0581,0.3244,0.0341,0.046,0.0332,0.0944,0.0302,0.0018,0.0,0.0063,23231.0,2361971.0,0.145,0.3133,0.8639,0.0,0.1034,0.1018,0.3237,0.4011,0.3311,0.3079,0.1667,0.1248,0.1059,0.0417,0.042,0.0228,0.0192,0.0114,1018.7604,0.0075,0.3691,0.6309,0.3237,0.5127,0.1052,0.0911,0.1963,0.0116,0.0344,0.046,0.1068,0.1636,0.2704,0.1636,15982.0,3.8544,2.7778,0.1882,0.0707,0.3447,0.0709,6671.0,9312.0,2201.0,46325.0,53968.0,46611.2728,45974.34,0.1901,2.8996,0.6101,0.0,0.0018,0.3881,15982.0,0.0322,24554.84,0.005041,2858.8049,-184.0,102.0,519.0,44849.0,17.6323,3.2971,2.546,0.2553,3298014.0,17748383.0,113200479.0,10369767.0,SK 1215,199073.0,15982.0,0.3174
0.2316,0.1669,0.0174,0.0375,88354.0,82826.0,0.3409,0.2296,0.0454,0.1024,0.1422,0.0957,0.611,70.0,5759.4646,71515.0,0.2186,0.1079,0.1731,0.0049,0.0573,0.0395,0.013,64024.0,0.0145,0.0276,0.0352,0.1119,0.1962,0.1779,0.13,0.308,0.0102,0.3003,0.0364,0.0859,0.0157,0.2081,0.0581,0.0276,0.0169,0.0347,0.0895,0.0367,0.2714,0.0332,0.0019,0.0254,0.0,0.0,0.048,0.401,0.0426,0.0311,0.0339,0.2255,0.0129,0.0016,0.0,0.0087,25671.0,4078609.0,0.1913,0.1304,0.0,0.0,0.9259,0.033,0.2232,0.3702,0.2933,0.4145,0.2038,0.132,0.161,0.0433,0.0741,0.0071,0.0277,0.0169,2496.1074,0.0081,0.5493,0.4507,0.2232,0.689,0.101,0.0929,0.194,0.0156,0.0361,0.0517,0.1681,0.2752,0.4433,0.0878,27747.0,2.9434,3.9261,0.3026,0.1091,0.1597,0.3526,19163.0,8585.0,2374.0,64659.0,62779.0,70740.677,46733.87,0.1951,3.4715,0.6272,0.0,0.0016,0.3712,27747.0,0.033,30387.85,0.00824,6805.7225,-506.0,383.0,3.0,75654.0,6.635,3.0924,4.1884,0.112,7758889.0,43246924.0,276992176.0,24739519.0,SK 1237,235419.0,27747.0,0.236
0.2259,0.1694,0.0123,0.1534,106188.0,101418.0,0.062,0.2403,0.0888,0.15,0.1674,0.1725,0.4204,67.0,3660.522,79755.0,0.1662,0.0569,0.1331,0.0039,0.0527,0.0391,0.0097,77399.0,0.018,0.0311,0.0548,0.0749,0.2487,0.1906,0.1689,0.3594,0.0086,0.2576,0.0535,0.088,0.0141,0.1998,0.0577,0.054,0.0217,0.0447,0.0605,0.0461,0.1417,0.0294,0.0053,0.16,0.0,0.0006,0.0413,0.5421,0.0563,0.0317,0.0182,0.1695,0.0277,0.0008,0.0017,0.0292,41955.0,6354212.0,0.1933,0.1312,0.0,0.0,0.1647,0.0391,0.2168,0.3062,0.306,0.4228,0.1788,0.1593,0.163,0.0509,0.0818,0.0216,0.0316,0.022,1211.8515,0.0141,0.6074,0.3926,0.2168,0.716,0.0563,0.062,0.1183,0.0105,0.0231,0.0336,0.225,0.3392,0.5641,0.0672,25624.0,0.8987,0.3637,0.4008,0.1883,0.1303,0.1855,18340.0,7283.0,1271.0,66470.0,77010.0,81828.0999,47255.56,0.194,3.0034,0.7042,0.0,0.0026,0.2931,25624.0,0.0229,36471.55,0.000664,3400.6611,-521.0,73.0,584.0,71905.0,2.1189,0.8595,0.3322,0.082,7366089.0,41487640.0,263001832.0,23545138.0,SK 1362,245746.0,25624.0,0.5762
0.2579,0.1482,0.009,0.1098,86486.0,87089.0,0.2766,0.2131,0.0603,0.1656,0.1509,0.1449,0.478,125.0,4628.6442,70577.0,0.1912,0.1088,0.1146,0.0044,0.0537,0.0382,0.0111,96658.0,0.0231,0.0222,0.0833,0.0847,0.1791,0.1289,0.1265,0.2554,0.0083,0.2403,0.1244,0.0579,0.0101,0.2119,0.0563,0.0403,0.037,0.0727,0.0744,0.0545,0.1298,0.0492,0.0033,0.0791,0.0,0.0087,0.0573,0.4865,0.0828,0.0188,0.0222,0.1622,0.0216,0.0048,0.0067,0.0167,47021.0,7893491.0,0.182,0.1492,0.0,0.0,1.0,0.0383,0.2088,0.305,0.2823,0.3958,0.1757,0.1696,0.1539,0.061,0.0935,0.0302,0.0458,0.0399,1428.9426,0.011,0.5007,0.4993,0.2088,0.741,0.0891,0.0759,0.165,0.0233,0.0342,0.0575,0.2211,0.2974,0.5185,0.0502,29840.0,3.6498,1.2768,0.2959,0.1368,0.2034,0.3929,19391.0,10449.0,2827.0,54935.0,72903.0,64032.3956,47879.93,0.1985,2.9941,0.6713,0.0,0.0055,0.3232,29840.0,0.0227,29269.43,0.002037,4252.8284,428.0,130.0,355.0,88810.0,19.908,3.5121,1.0224,0.1422,8228514.0,45030868.0,282203621.0,25891957.0,SK 0024,226049.0,29840.0,0.198
0.2439,0.1431,0.0115,0.0145,67788.0,58077.0,0.5504,0.1895,0.185,0.1958,0.0681,0.0596,0.4898,193.0,153.5722,48226.0,0.1766,0.1689,0.126,0.0046,0.1494,0.1349,0.01,29523.0,0.0124,0.0123,0.0916,0.0989,0.0916,0.1152,0.0906,0.2058,0.0242,0.341,0.0723,0.0685,0.0214,0.1905,0.0471,0.0141,0.0148,0.0279,0.205,0.022,0.2412,0.0145,0.0011,0.0618,0.0,0.0,0.052,0.3544,0.0254,0.0902,0.0172,0.1271,0.0141,0.0007,0.0104,0.0063,10462.0,1395648.0,0.1647,0.1814,0.5281,0.0,0.0261,0.1003,0.2756,0.4084,0.3136,0.3029,0.1689,0.1373,0.1299,0.0324,0.0661,0.0187,0.028,0.0179,49.2036,0.0043,0.3236,0.6764,0.2756,0.6754,0.144,0.0858,0.2298,0.0286,0.0353,0.064,0.1056,0.276,0.3816,0.0489,9459.0,0.1901,0.1163,0.1592,0.0577,0.3862,0.0541,5070.0,4389.0,1047.0,32558.0,51057.0,40041.7446,42934.53,0.217,2.3418,0.5681,0.0,0.0066,0.4253,9459.0,0.0122,22217.74,0.000253,135.3659,-37.0,74.0,316.0,26023.0,0.5161,0.1574,0.1268,0.2404,2342994.0,12379273.0,75534290.0,7143617.0,SK 1708,204878.0,9459.0,0.3688
0.2257,0.1534,0.0109,0.0277,117072.0,113026.0,0.1604,0.2425,0.1167,0.2699,0.1734,0.0895,0.3494,60.0,1252.9968,86495.0,0.1784,0.091,0.1289,0.0049,0.0651,0.0502,0.01,51391.0,0.0101,0.0303,0.0202,0.1057,0.2561,0.2265,0.23,0.4565,0.011,0.1697,0.0121,0.1546,0.0348,0.2357,0.0627,0.0114,0.0163,0.0243,0.0373,0.034,0.1721,0.0077,0.0,0.0306,0.3562,0.0,0.0524,0.4963,0.0588,0.0186,0.0133,0.0856,0.0091,0.0014,0.0012,0.0056,25504.0,3870317.0,0.1815,0.1563,0.0,0.7391,0.0,0.0425,0.2222,0.2828,0.3206,0.4428,0.1793,0.1662,0.1724,0.0476,0.0732,0.0181,0.0232,0.0091,448.4969,0.0188,0.639,0.361,0.2222,0.7563,0.0718,0.0402,0.1119,0.0255,0.0172,0.0427,0.2138,0.3878,0.6017,0.0215,18395.0,1.187,2.599,0.4346,0.2492,0.1147,0.0408,12089.0,6306.0,1228.0,80546.0,66049.0,87130.0099,46585.57,0.1921,2.5844,0.3867,0.3562,0.0024,0.2547,18395.0,0.0402,42348.12,0.00491,1205.1635,303.0,226.0,523.0,49430.0,22.0942,1.1295,2.4792,0.0597,4843165.0,27718933.0,165412245.0,15580520.0,SK 1495,254335.0,18395.0,0.7309
