store_num,medhhinc_dma,medhhinc_1mi,age0018_ta,age0018_p_ta,age65pl_ta,age65pl_p_ta,age85pl_ta,age85pl_p_ta,asian_ta,asian_p_ta,avg_faminc_ta,avghhinc_ta,black_ta,black_p_ta,boomer_ta,boomer_p_ta,com0002_p_ta,com0205_p_ta,com0508_p_ta,com0811_p_ta,com12pl_p_ta,crime_total_index_ta,daypop_dens_ta,disposable_inc_avg_ta,dtpop_ta,dtpop_children_at_home_ta,dtpop_children_at_home_p_ta,dtpop_homemakers_ta,dtpop_homemakers_p_ta,dtpop_retired_disabled_ta,dtpop_retired_disabled_p_ta,dtpop_students_ta,dtpop_students_9th_12th_ta,dtpop_students_9th_12th_p_ta,dtpop_students_p_ta,dtpop_students_post_secondary_ta,dtpop_students_post_secondary_p_ta,dtpop_students_prek_8th_ta,dtpop_students_prek_8th_p_ta,dtpop_unemployed_ta,dtpop_unemployed_p_ta,dtpop_work_at_home_ta,dtpop_work_at_home_p_ta,edu_9to12_ta,edu_9to12_p_ta,edu_assocdeg_ta,edu_assocdeg_p_ta,edu_bach_ta,edu_bach_p_ta,edu_bachplus_ta,edu_bachplus_female_ta,edu_bachplus_female_p_ta,edu_bachplus_male_ta,edu_bachplus_male_p_ta,edu_bachplus_p_ta,edu_doctorate_ta,edu_doctorate_p_ta,edu_highsch_ta,edu_highsch_p_ta,edu_lt9_ta,edu_lt9_p_ta,edu_master_ta,edu_master_p_ta,edu_profdeg_ta,edu_profdeg_p_ta,edu_somecollege_ta,edu_somecollege_p_ta,emp_accommodation_foodserv_p_ta,emp_admin_support_p_ta,emp_arts_entertainment_p_ta,emp_construction_p_ta,emp_educ_services_p_ta,emp_finance_insurance_p_ta,emp_healthcare_social_assistance_p_ta,emp_information_p_ta,emp_management_p_ta,emp_manfacturing_p_ta,emp_military_ta,emp_mining_p_ta,emp_other_p_ta,emp_p_ta,emp_professional_scientific_p_ta,emp_publicadmin_p_ta,emp_realestate_rentlease_p_ta,emp_retail_trade_p_ta,emp_transportation_storage_p_ta,emp_unknown_ta,emp_utilities_p_ta,emp_wholesale_trade_p_ta,empcy_ta,gdp_ta,genx_ta,genx_p_ta,genz_ta,genz_p_ta,gq_college_p_ta,gq_military_p_ta,gq_other_p_ta,hh_0vehicle_p_ta,hh_1pers_ta,hh_1pers_p_ta,hh_1vehicle_p_ta,hh_2pers_ta,hh_2pers_p_ta,hh_2vehicle_p_ta,hh_3pers_ta,hh_3pers_p_ta,hh_3vehicle_p_ta,hh_4pers_ta,hh_4pers_p_ta,hh_4vehicle_p_ta,hh_5pers_ta,hh_5pers_p_ta,hh_5vehicle_p_ta,hh_6pers_ta,hh_6pers_p_ta,hh_7pers_ta,hh_7pers_p_ta,hh_dens_ta,hh_inc_gt_500k_p_ta,hh_inc_gt_75k_ta,hh_inc_gt_75k_p_ta,hh_inc_lt_75k_ta,hh_inc_lt_75k_p_ta,hh_type_1pers_ta,hh_type_1pers_p_ta,hh_type_fam_ta,hh_type_fam_p_ta,hh_type_female_ta,hh_type_female_child_ta,hh_type_female_child_p_ta,hh_type_female_nochild_ta,hh_type_female_nochild_p_ta,hh_type_female_p_ta,hh_type_male_ta,hh_type_male_child_ta,hh_type_male_child_p_ta,hh_type_male_nochild_ta,hh_type_male_nochild_p_ta,hh_type_male_p_ta,hh_type_married_ta,hh_type_married_child_ta,hh_type_married_child_p_ta,hh_type_married_nochild_ta,hh_type_married_nochild_p_ta,hh_type_married_p_ta,hh_type_nonfam_ta,hh_type_nonfam_p_ta,hhcy_ta,hhgrfypy_ta,hhgrpycy_ta,hhinc100pl_ta,hhinc100pl_p_ta,hhinc150pl_ta,hhinc150pl_p_ta,hhinc30lt_ta,hhinc30lt_p_ta,hispanic_ta,hispanic_p_ta,hu_ownerocc_ta,hu_renterocc_ta,hu_vacant_ta,medhhinc_ta,medsalcy_ta,millenial_ta,millenial_p_ta,mortgage_avgrisk_ta,occ_bc_p_ta,occ_military_p_ta,occ_unclassified_ta,occ_unclassified_p_ta,occ_wc_p_ta,occhu_ta,other_ta,other_p_ta,percapita_inc_ta,pop5y_cagr_ta,pop_dens_ta,pop_migration_ta,pop_seasonal_ta,pop_transient_ta,popcy_ta,popgr10cn_ta,popgrfy_ta,popgrpy_ta,poverty_inpoverty_ta,poverty_inpoverty_p_ta,spend_breakfastbrunch_ta,spend_dinner_ta,spend_foodbev_ta,spend_lunch_ta,wealth_hhavg_ta,wealth_hhtotal_ta,white_ta,white_p_ta
SK 0510,62779.0,59934.0,8833.0,0.2291,6096.0,0.1581,666.0,0.0173,1965.0001,0.051,80335.0,75718.0,3922.0001,0.1017,7956.0,0.2064,0.0431,0.0869,0.138,0.0938,0.629,172.0,7315.4837,64427.0,61827.0,7188.0,0.1163,4288.0,0.0694,5348.0,0.0865,18484.0,156.0,0.0025,0.299,17909.0,0.2897,419.0,0.0068,601.0,0.0097,1307.0,0.0211,2126.0,0.0812,3081.0,0.1177,5466.0,0.2088,8344.0,4448.0,0.1699,3896.0,0.1488,0.3187,391.0,0.0149,7197.0,0.2749,1531.0,0.0585,1811.0,0.0692,676.0,0.0258,3899.0,0.1489,0.0659,0.048,0.0301,0.0885,0.164,0.0399,0.0883,0.0295,0.0,0.0594,0.0,0.0,0.053,0.3981,0.0398,0.0249,0.0293,0.1589,0.0529,0.0016,0.0032,0.0217,24611.0,2559858.0,7259.0,0.1883,5115.0,0.1327,0.9616,0.0,0.0384,0.0527,4477.0,0.2896,0.3716,5149.0,0.3331,0.452,2691.0,0.1741,0.0909,1887.0,0.1221,0.0311,785.0,0.0508,0.0016,305.0,0.0197,163.0,0.0105,1828.9003,0.0085,7153.0,0.4628,8304.0,0.5372,4477.0,0.2896,8895.0,0.5755,2754.0,1473.0,0.0953,1281.0,0.0829,0.1782,919.0,253.0,0.0164,666.0,0.0431,0.0595,5222.0,1928.0,0.1247,3294.0,0.2131,0.3378,2085.0,0.1349,15457.0,4.1245,6.1914,4247.0,0.2748,1328.0,0.0859,3925.0,0.2539,14598.0005,0.3787,9455.0,6002.0,1682.0,57854.0213,48520.24,8313.0,0.2156,3.2925,0.6979,0.0,41.0,0.0017,0.3005,15457.0,1029.0,0.0267,31169.56,0.011311,4561.3062,78.0,292.0,549.0,38550.0,11.6593,3.8941,5.7847,2803.0,0.1813,3665888.0,19995722.0,131143846.0,11508371.0,222798.0,15457.0,17036.001,0.4419
SK 0455,72903.0,77307.0,30926.0,0.2577,15516.0,0.1293,768.0,0.0064,32762.289,0.273,87102.0,88012.0,29801.4387,0.2484,25701.0,0.2142,0.0178,0.1263,0.1888,0.1745,0.492,91.0,3983.7046,72340.0,80832.0,25194.0,0.3117,14632.0,0.181,12606.0,0.156,7025.0,620.0,0.0077,0.0869,4965.0,0.0614,1439.0,0.0178,3052.0,0.0378,3284.0,0.0406,5347.0,0.07,5891.0,0.0771,13129.0,0.1718,20966.0,10838.0,0.1418,10128.0,0.1326,0.2744,639.0,0.0084,18733.0,0.2452,8846.0,0.1158,5556.0,0.0727,1642.0,0.0215,16622.0,0.2175,0.0708,0.0246,0.0206,0.0711,0.2538,0.0226,0.1078,0.0222,0.0023,0.0203,0.0,0.002,0.0796,0.186,0.0284,0.0393,0.0152,0.1804,0.0261,0.0046,0.0,0.007,15038.0,5927422.0,22066.0,0.1839,19185.0,0.1599,0.0,0.0,0.053,0.0403,4796.0,0.136,0.2301,7957.0,0.2257,0.4146,6708.0,0.1902,0.2035,7312.0,0.2074,0.0845,4441.0,0.126,0.0271,2264.0,0.0642,1781.0,0.0505,1737.6731,0.0101,18772.0,0.5324,16486.0,0.4676,4796.0,0.136,29150.0,0.8267,5270.0,2572.0,0.0729,2699.0,0.0765,0.1495,1878.0,816.0,0.0231,1062.0,0.0301,0.0533,22001.0,10304.0,0.2923,11697.0,0.3317,0.624,1313.0,0.0372,35258.0,2.1469,-5.0328,10556.0,0.2994,4701.0,0.1333,6119.0,0.1735,38050.6157,0.3171,25932.0,9327.0,1578.0,68638.1741,46685.44,23868.0,0.1989,3.2349,0.6088,0.0,92.0,0.0061,0.3851,35258.0,2505.8983,0.0209,25889.03,-0.010282,5913.5374,-477.0,207.0,0.0,119989.0,55.8413,2.1356,-5.0362,3842.0,0.109,11455396.0,62863111.0,390215226.0,36179495.0,234569.0,35258.0,16868.7978,0.1406
SK 0056,72903.0,93264.0,16106.0,0.2087,15696.0,0.2034,829.0,0.0107,28475.7535,0.369,128762.0,147450.0,8411.2255,0.109,22979.0,0.2977,0.0018,0.0196,0.0718,0.1569,0.7476,60.0,3742.3479,103362.0,80624.0,13132.0,0.1629,6705.0,0.0832,12699.0,0.1575,3312.0,278.0,0.0035,0.0411,2276.0,0.0282,758.0,0.0094,1592.0,0.0198,3681.0,0.0457,1303.0,0.0241,3786.0,0.07,18876.0,0.3492,31617.0,16160.0,0.299,15457.0,0.286,0.5849,1596.0,0.0295,7162.0,0.1325,2104.0,0.0389,8650.0,0.16,2495.0,0.0462,8083.0,0.1495,0.043,0.0219,0.0208,0.0369,0.0522,0.0323,0.4376,0.0181,0.0038,0.0576,0.0,0.0066,0.0524,0.49,0.0637,0.0081,0.0143,0.1057,0.0119,0.0042,0.0024,0.0062,39503.0,7864667.0,11763.0,0.1524,9817.0,0.1272,0.0,0.0,0.2167,0.0345,4798.0,0.177,0.2727,8436.0,0.3111,0.4593,5595.0,0.2064,0.1578,5044.0,0.186,0.0531,2142.0,0.079,0.0226,727.0,0.0268,371.0,0.0137,1258.4981,0.0332,18789.0,0.693,8324.0,0.307,4798.0,0.177,21432.0,0.7905,3577.0,1783.0,0.0658,1794.0,0.0662,0.1319,627.0,169.0,0.0062,458.0,0.0169,0.0231,17228.0,6676.0,0.2462,10552.0,0.3892,0.6354,883.0,0.0326,27113.0,4.2431,-3.3541,13992.0,0.5161,8946.0,0.3299,3040.0,0.1121,8418.4028,0.1091,19721.0,7392.0,1157.0,104002.9417,50422.75,14480.0,0.1876,2.6939,0.5248,0.0,169.0,0.0043,0.4709,27113.0,2241.5116,0.029,52186.8,-0.005731,3582.4504,497.0,200.0,324.0,77179.0,9.4993,4.4788,-2.8327,1933.0,0.0713,7660159.0,44778816.0,270009419.0,24899436.0,271636.0,27113.0,29632.439,0.3839
SK 0745,56781.0,78402.0,4481.0,0.2072,4749.0,0.2195,522.0,0.0241,607.0,0.0281,89764.0,85563.0,841.9999,0.0389,5544.0,0.2563,0.1022,0.0441,0.0344,0.0529,0.7579,241.0,898.3098,72480.0,21824.0,3567.0,0.1634,1720.0,0.0788,4499.0,0.2061,874.0,76.0,0.0035,0.04,587.0,0.0269,211.0,0.0097,177.0,0.0081,912.0,0.0418,587.0,0.0373,2121.0,0.1347,3144.0,0.1996,4856.0,2387.0,0.1516,2469.0,0.1568,0.3083,133.0,0.0084,4047.0,0.257,452.0,0.0287,1294.0,0.0822,285.0,0.0181,3687.0,0.2341,0.2028,0.0229,0.0404,0.045,0.0533,0.03,0.0929,0.0145,0.0,0.0511,0.0,0.0,0.0467,0.4616,0.0406,0.0413,0.0616,0.201,0.0455,0.0016,0.004,0.0027,10075.0,1473467.0,3992.0,0.1845,2246.0,0.1038,0.0,0.0,1.0,0.038,2929.0,0.305,0.4278,3736.0,0.389,0.3809,1441.0,0.1501,0.1162,912.0,0.095,0.0298,401.0,0.0418,0.0073,122.0,0.0127,62.0,0.0065,395.2744,0.0101,5149.0,0.5362,4454.0,0.4638,2929.0,0.305,5942.0,0.6188,827.0,324.0,0.0337,503.0,0.0524,0.0861,592.0,227.0,0.0236,365.0,0.038,0.0616,4523.0,1166.0,0.1214,3357.0,0.3496,0.471,732.0,0.0762,9603.0,6.4395,7.8621,2764.0,0.2878,1318.0,0.1372,1578.0,0.1643,1375.0,0.0636,5324.0,4279.0,12670.0,66447.0742,39505.71,4003.0,0.1851,3.2216,0.7527,0.0,21.0,0.0021,0.2453,9603.0,673.0,0.0311,37987.74,0.015872,890.3656,1280.0,15473.0,3720.0,21631.0,50.3737,6.6017,8.1919,588.0,0.0612,1993346.0,10921408.0,73376837.0,6305781.0,233748.0,9603.0,18134.0001,0.8383
SK 1379,63736.0,91479.0,12840.0,0.2125,10646.0,0.1762,612.0,0.0101,1611.9999,0.0267,115874.0,119071.0,3929.9998,0.065,15815.0,0.2618,0.0266,0.0658,0.064,0.1194,0.7229,83.0,548.7822,93327.0,46977.0,10443.0,0.2223,4908.0,0.1045,9215.0,0.1962,3358.0,301.0,0.0064,0.0715,2463.0,0.0524,594.0,0.0126,939.0,0.02,2817.0,0.06,1471.0,0.0353,3024.0,0.0726,11345.0,0.2723,17656.0,9306.0,0.2234,8350.0,0.2004,0.4238,616.0,0.0148,9475.0,0.2275,479.0,0.0115,4869.0,0.1169,826.0,0.0198,9552.0,0.2293,0.0703,0.0203,0.0304,0.0387,0.1028,0.038,0.1455,0.0268,0.0,0.0489,0.0,0.0,0.0707,0.3256,0.0448,0.0112,0.0424,0.1925,0.1019,0.0039,0.0033,0.0066,15297.0,4554777.0,12420.0,0.2056,9140.0,0.1513,0.0,0.0,0.0755,0.0273,3946.0,0.174,0.2294,8436.0,0.372,0.4445,4458.0,0.1966,0.1932,3809.0,0.168,0.0833,1427.0,0.0629,0.0223,404.0,0.0178,198.0,0.0087,264.9229,0.0184,15717.0,0.6931,6961.0,0.3069,3946.0,0.174,17817.0,0.7857,1226.0,735.0,0.0324,491.0,0.0217,0.0541,1078.0,603.0,0.0266,475.0,0.0209,0.0475,15513.0,6451.0,0.2845,9062.0,0.3996,0.6841,915.0,0.0403,22678.0,8.7515,10.5477,10660.0,0.4701,5224.0,0.2304,2525.0,0.1113,2397.0,0.0397,18758.0,3920.0,1214.0,94576.1396,43366.81,9505.0,0.1573,3.5472,0.692,0.0,59.0,0.0039,0.3041,22678.0,1532.0,0.0254,44752.5,0.02002,705.8225,2052.0,281.0,753.0,60420.0,46.9796,8.6787,10.4187,1407.0,0.062,5638587.0,32595688.0,210595668.0,18401634.0,265189.0,22678.0,50948.9981,0.8432
SK 0417,76139.0,59971.0,15042.0,0.2636,8438.0,0.1479,827.0,0.0145,2594.9998,0.0455,81975.0,76885.0,5510.9999,0.0966,11913.0,0.2087,0.0877,0.1783,0.1971,0.2796,0.257,139.0,3160.6126,65582.0,70512.0,11987.0,0.17,5198.0,0.0737,8082.0,0.1146,4211.0,285.0,0.004,0.0597,3218.0,0.0456,708.0,0.01,840.0,0.0119,1737.0,0.0246,2927.0,0.0791,3251.0,0.0879,6632.0,0.1793,9613.0,4995.0,0.135,4618.0,0.1248,0.2599,138.0,0.0037,9904.0,0.2677,1679.0,0.0454,2654.0,0.0717,189.0,0.0051,9619.0,0.26,0.0497,0.0471,0.0226,0.1066,0.0374,0.0419,0.1186,0.0226,0.0048,0.1244,0.0,0.0001,0.0717,0.5454,0.0399,0.0237,0.0147,0.2364,0.0152,0.0029,0.0002,0.0186,38457.0,4930465.0,11365.0,0.1991,8288.0,0.1452,0.0,0.0,0.0,0.049,5827.0,0.2656,0.3169,6950.0,0.3168,0.4128,3778.0,0.1722,0.1611,2942.0,0.1341,0.0511,1465.0,0.0668,0.0091,573.0,0.0261,402.0,0.0183,983.2987,0.0053,10511.0,0.4791,11426.0,0.5209,5827.0,0.2656,15072.0,0.6871,3761.0,2304.0,0.105,1457.0,0.0664,0.1714,891.0,488.0,0.0222,403.0,0.0184,0.0406,10420.0,4552.0,0.2075,5868.0,0.2675,0.475,1038.0,0.0473,21937.0,3.4143,0.8023,5401.0,0.2462,2370.0,0.108,4096.0,0.1867,13619.9996,0.2387,12804.0,9133.0,1785.0,60763.0417,46795.72,10303.0,0.1805,3.076,0.7377,0.0,116.0,0.003,0.2593,21937.0,2366.0,0.0415,29690.07,0.001767,2558.0468,-957.0,123.0,276.0,57069.0,14.2284,3.439,0.8866,1824.0,0.0831,5581592.0,30226013.0,184690936.0,17392593.0,222167.0,21937.0,32976.9998,0.5778
SK 1430,58338.0,53246.0,11673.0,0.2273,7113.0,0.1385,368.0,0.0072,2930.0002,0.0571,119967.0,109151.0,9822.0005,0.1913,12303.0,0.2396,0.0604,0.2526,0.2188,0.1708,0.2971,136.0,1231.3023,88781.0,55685.0,9502.0,0.1706,5422.0,0.0974,5810.0,0.1043,2695.0,243.0,0.0044,0.0484,1907.0,0.0342,545.0,0.0098,369.0,0.0066,2147.0,0.0386,626.0,0.018,2878.0,0.0826,10801.0,0.3099,19681.0,10151.0,0.2912,9530.0,0.2734,0.5646,995.0,0.0285,4994.0,0.1433,227.0,0.0065,6969.0,0.1999,916.0,0.0263,6451.0,0.1851,0.0712,0.0804,0.0172,0.0475,0.0357,0.0151,0.1667,0.0313,0.0012,0.1314,0.0,0.0005,0.0344,0.5341,0.1084,0.0429,0.0464,0.0922,0.0521,0.0023,0.0002,0.0214,29740.0,4208385.0,10238.0,0.1994,7364.0,0.1434,0.0,0.0,0.0,0.0142,6269.0,0.2948,0.3294,6848.0,0.322,0.4286,3557.0,0.1673,0.1677,2980.0,0.1401,0.0489,1138.0,0.0535,0.0111,337.0,0.0158,135.0,0.0063,470.1878,0.0197,13222.0,0.6218,8042.0,0.3782,6269.0,0.2948,13768.0,0.6475,2265.0,1558.0,0.0733,707.0,0.0332,0.1065,478.0,308.0,0.0145,170.0,0.008,0.0225,11025.0,5106.0,0.2401,5919.0,0.2784,0.5185,1227.0,0.0577,21264.0,8.866,10.807,9289.0,0.4368,5457.0,0.2566,2586.0,0.1216,2685.0001,0.0523,13509.0,7755.0,1553.0,86487.9832,44193.9,9981.0,0.1944,2.8407,0.6529,0.0,79.0,0.0027,0.3444,21264.0,2182.0003,0.0425,45251.26,0.021195,1135.3809,1601.0,155.0,1021.0,51347.0,43.3015,9.0558,11.0561,1481.0,0.0696,5040722.0,28924243.0,175428504.0,16294962.0,257023.0,21264.0,33728.0018,0.6569
SK 1643,64683.0,80315.0,9125.0,0.217,7636.0,0.1816,978.0,0.0233,908.0,0.0216,130824.0,147623.0,2689.9999,0.064,9327.0,0.2218,0.0203,0.0567,0.0201,0.0111,0.8865,133.0,3661.7544,95686.0,54472.0,7621.0,0.1399,2787.0,0.0512,6594.0,0.1211,2596.0,191.0,0.0035,0.0477,1970.0,0.0362,435.0,0.008,681.0,0.0125,2007.0,0.0368,755.0,0.0273,1832.0,0.0662,8772.0,0.3168,15387.0,7868.0,0.2842,7519.0,0.2716,0.5557,630.0,0.0228,3167.0,0.1144,592.0,0.0214,3770.0,0.1362,2215.0,0.08,5956.0,0.2151,0.0511,0.0493,0.026,0.0098,0.0358,0.0295,0.1467,0.0133,0.0023,0.0322,0.3339,0.0014,0.0496,0.5909,0.0318,0.0579,0.0348,0.0781,0.0061,0.003,0.0021,0.0046,32186.0,5931303.0,6833.0,0.1625,7008.0,0.1666,0.0,0.8129,0.0071,0.0636,6096.0,0.3662,0.3954,5310.0,0.319,0.3854,2181.0,0.131,0.1119,1820.0,0.1093,0.0336,824.0,0.0495,0.0102,282.0,0.0169,134.0,0.008,1119.0563,0.0339,10284.0,0.6178,6363.0,0.3822,6096.0,0.3662,9290.0,0.5581,1671.0,958.0,0.0575,713.0,0.0428,0.1004,335.0,166.0,0.01,169.0,0.0102,0.0201,7284.0,3394.0,0.2039,3890.0,0.2337,0.4376,1261.0,0.0757,16647.0,1.8433,-2.2346,7136.0,0.4287,5048.0,0.3032,2664.0,0.16,11053.9995,0.2629,9144.0,7503.0,1917.0,84087.3021,45599.86,8331.0,0.1981,2.8141,0.4177,0.3339,105.0,0.0033,0.2451,16647.0,1306.0,0.0311,62725.52,-0.0041,2826.9163,-540.0,732.0,313.0,42053.0,4.1058,1.568,-2.0331,1744.0,0.1048,3719821.0,21152776.0,119333173.0,11866685.0,254015.0,16647.0,26094.9998,0.6205
SK 0863,58200.0,73442.0,8998.0,0.1956,10042.0,0.2183,807.0,0.0175,543.4713,0.0118,111888.0,112395.0,4494.8653,0.0977,12110.0,0.2633,0.0869,0.1472,0.1067,0.0648,0.5937,114.0,488.1728,84537.0,38469.0,7504.0,0.1951,5200.0,0.1352,9024.0,0.2346,2618.0,242.0,0.0063,0.0681,1971.0,0.0512,405.0,0.0105,528.0,0.0137,1874.0,0.0487,1325.0,0.0413,3263.0,0.1018,9030.0,0.2818,15154.0,8149.0,0.2543,7006.0,0.2186,0.4729,631.0,0.0197,5964.0,0.1861,648.0,0.0202,4280.0,0.1336,1213.0,0.0378,5689.0,0.1775,0.0745,0.0261,0.0202,0.0373,0.0713,0.0338,0.2815,0.0123,0.0,0.0478,0.0,0.0022,0.0747,0.3047,0.0439,0.0356,0.0268,0.1568,0.0354,0.0035,0.0005,0.0091,11720.0,3159279.0,8249.0,0.1793,7375.0,0.1603,0.0,0.0,0.1443,0.0315,4625.0,0.251,0.2674,6738.0,0.3656,0.4643,2924.0,0.1586,0.1668,2560.0,0.1389,0.0588,1128.0,0.0612,0.0113,316.0,0.0171,140.0,0.0076,233.8828,0.0169,11342.0,0.6154,7088.0,0.3846,4625.0,0.251,13407.0,0.7274,1502.0,546.0,0.0296,956.0,0.0519,0.0815,506.0,288.0,0.0156,218.0,0.0118,0.0274,11400.0,4432.0,0.2405,6968.0,0.3781,0.6185,398.0,0.0216,18430.0,8.3072,8.7433,7474.0,0.4055,3884.0,0.2107,2983.0,0.1619,1736.5314,0.0378,13804.0,4627.0,2470.0,84229.4835,42367.89,7286.0,0.1584,3.1653,0.6109,0.0,74.0,0.0063,0.3829,18430.0,437.3722,0.0095,45124.53,0.017569,583.6551,1198.0,1211.0,615.0,45993.0,40.1104,8.4741,9.0986,1413.0,0.0767,4448035.0,24915476.0,153099689.0,14139315.0,264007.0,18430.0,38781.1127,0.8432
SK 1912,66363.0,66813.0,21987.0,0.2457,13767.0,0.1538,1045.0,0.0117,3405.7372,0.0381,94014.0,80984.0,26835.6772,0.2998,19805.0,0.2213,0.053,0.1361,0.1809,0.1964,0.433,137.0,2556.3927,66875.0,91879.0,17068.0,0.1858,6812.0,0.0741,11770.0,0.1281,5800.0,435.0,0.0047,0.0631,4367.0,0.0475,999.0,0.0109,1452.0,0.0158,2885.0,0.0314,2243.0,0.0377,5297.0,0.089,13040.0,0.219,19769.0,11380.0,0.1911,8389.0,0.1409,0.332,263.0,0.0044,16314.0,0.274,2400.0,0.0403,5773.0,0.097,693.0,0.0116,13518.0,0.227,0.0485,0.0517,0.0185,0.0397,0.038,0.031,0.2307,0.014,0.0034,0.0585,0.1187,0.0009,0.0416,0.5017,0.0451,0.0526,0.0203,0.152,0.0209,0.003,0.0028,0.0067,46091.0,5651606.0,18792.0,0.21,12995.0,0.1452,0.0,0.0,0.0903,0.0571,11519.0,0.3093,0.3825,11969.0,0.3214,0.3851,5883.0,0.158,0.125,4708.0,0.1264,0.0375,2015.0,0.0541,0.0127,747.0,0.0201,400.0,0.0107,1036.1994,0.0082,18898.0,0.5074,18344.0,0.4926,11519.0,0.3093,23781.0,0.6386,5456.0,2832.0,0.0761,2624.0,0.0705,0.1465,1889.0,823.0,0.0221,1065.0,0.0286,0.0507,16437.0,7350.0,0.1974,9086.0,0.244,0.4413,1942.0,0.0521,37242.0,1.8976,1.1794,10601.0,0.2847,4096.0,0.11,6291.0,0.1689,4815.2398,0.0538,21947.0,15295.0,2964.0,65129.7763,47030.32,15826.0,0.1768,3.1417,0.5595,0.1187,174.0,0.0038,0.318,37242.0,3715.4522,0.0415,33776.44,0.00308,2490.2704,26.0,355.0,1113.0,89502.0,30.6637,2.0873,1.5497,3217.0,0.0864,8845342.0,48644395.0,313582461.0,28003555.0,227676.0,37242.0,50730.2519,0.5668
SK 1385,50265.0,90236.0,14463.0,0.2444,7133.0,0.1205,407.0,0.0069,2683.7803,0.0454,106239.0,102377.0,14528.5766,0.2455,12654.0,0.2138,0.0537,0.1977,0.1617,0.0859,0.5005,117.0,733.8784,82176.0,43341.0,11315.0,0.2611,5803.0,0.1339,6453.0,0.1489,5461.0,284.0,0.0066,0.126,4530.0,0.1045,647.0,0.0149,467.0,0.0108,1079.0,0.0249,1050.0,0.0272,4553.0,0.1178,9043.0,0.234,16035.0,7967.0,0.2062,8069.0,0.2088,0.415,672.0,0.0174,8117.0,0.2101,674.0,0.0174,5478.0,0.1418,843.0,0.0218,8210.0,0.2125,0.0798,0.0109,0.0245,0.0266,0.112,0.0211,0.1774,0.0074,0.0011,0.0144,0.0,0.0,0.0498,0.2945,0.0717,0.2263,0.0206,0.1226,0.0188,0.0015,0.0038,0.0069,12763.0,3817266.0,11732.0,0.1983,9172.0,0.155,0.0,0.0,0.0,0.0274,4420.0,0.2044,0.2421,6879.0,0.3181,0.4862,4330.0,0.2002,0.1743,3740.0,0.1729,0.043,1545.0,0.0714,0.027,499.0,0.0231,213.0,0.0099,366.2088,0.0107,13995.0,0.6471,7633.0,0.3529,4420.0,0.2044,16057.0,0.7424,1597.0,972.0,0.0449,626.0,0.0289,0.0739,1224.0,761.0,0.0352,463.0,0.0214,0.0566,13236.0,6025.0,0.2786,7210.0,0.3334,0.612,1150.0,0.0532,21627.0,10.3466,10.8702,8914.0,0.4121,4381.0,0.2026,2465.0,0.114,2896.0242,0.0489,15270.0,6358.0,1534.0,86187.6762,42977.7,11820.0,0.1998,2.8749,0.5637,0.0,40.0,0.0031,0.4332,21627.0,1816.7639,0.0307,37812.64,0.020812,1001.9573,1047.0,538.0,0.0,59173.0,69.3191,10.2904,10.8483,1241.0,0.0574,5743620.0,32501003.0,199107341.0,18453780.0,252039.0,21627.0,37248.2754,0.6295
SK 1288,72903.0,123237.0,12586.0,0.2899,4296.0,0.0989,230.0,0.0053,4300.3629,0.099,121139.0,122292.0,5417.137,0.1248,7546.0,0.1738,0.0346,0.1871,0.1193,0.1429,0.515,102.0,1669.1806,98854.0,30671.0,10096.0,0.3292,4908.0,0.16,3754.0,0.1224,3058.0,293.0,0.0096,0.0997,2187.0,0.0713,578.0,0.0188,759.0,0.0248,2168.0,0.0707,1144.0,0.0444,2431.0,0.0944,8299.0,0.3223,11239.0,5785.0,0.2246,5454.0,0.2118,0.4364,360.0,0.014,4812.0,0.1869,819.0,0.0318,2183.0,0.0848,397.0,0.0154,5306.0,0.2061,0.0237,0.0704,0.0212,0.1656,0.1159,0.0319,0.0782,0.005,0.0122,0.1148,0.0,0.0285,0.0613,0.1933,0.0492,0.0136,0.0213,0.1075,0.0311,0.0058,0.0134,0.0245,5927.0,3819262.0,9894.0,0.2279,8289.0,0.1909,0.0,0.0,0.0,0.0128,1927.0,0.1389,0.2148,3807.0,0.2743,0.5079,2641.0,0.1903,0.1973,3069.0,0.2212,0.0488,1515.0,0.1092,0.0184,585.0,0.0421,333.0,0.024,755.2009,0.0306,9566.0,0.6894,4311.0,0.3106,1927.0,0.1389,11453.0,0.8253,1652.0,897.0,0.0646,756.0,0.0544,0.1191,268.0,239.0,0.0172,29.0,0.0021,0.0193,9533.0,5422.0,0.3907,4111.0,0.2962,0.6869,497.0,0.0358,13877.0,11.4623,17.0451,6355.0,0.4579,3760.0,0.271,1148.0,0.0827,11193.1216,0.2578,10504.0,3373.0,620.0,93197.795,52480.97,6810.0,0.1568,2.8102,0.7052,0.0,45.0,0.0075,0.2872,13877.0,770.2512,0.0177,39134.36,0.031838,2363.0435,861.0,44.0,0.0,43421.0,463.7721,11.4257,16.9653,588.0,0.0423,4107117.0,24070620.0,144073979.0,13329022.0,256403.0,13877.0,21740.1037,0.5007
